Drone1_x,Drone1_y,Drone2_x,Drone2_y,Drone3_x,Drone3_y,Drone4_x,Drone4_y,Drone5_x,Drone5_y,Drone6_x,Drone6_y
1731,1569,1539,1971,-9,280,-1127,372,239,-1164,-1021,516
1546,1361,1424,1695,180,934,1256,-193,1702,487,1798,1629
369,1289,1900,1030,247,982,1006,292,993,753,934,1256
270,1587,127,329,1905,870,866,512,1412,425,315,624
-56,-632,1875,1273,239,-1123,1021,-753,770,-401,1410,-654
335,388,678,254,1258,613,734,-78,1172,263,140,1748
-693,1015,82,-1060,1021,-232,257,-462,814,75,1491,353
712,6,-346,619,1096,629,-65,-374,-340,-445,-63,1727
137,-288,111,893,1580,-85,-758,274,71,773,1581,-170
1920,1910,632,-804,-185,-723,206,87,956,155,815,-1052
-140,-216,481,-503,121,-1100,1910,1068,-591,-181,1580,1683
1109,507,660,777,1695,1386,225,84,1649,-9,293,547
1989,1191,1574,-516,955,252,577,-1133,12,-493,590,1620
323,-847,-635,-733,699,-1040,1430,-560,-99,975,1353,1867
1216,-474,1458,703,1104,217,-441,1345,1165,550,163,776
341,992,1323,-800,1396,774,1130,-182,1176,9,-514,524
185,-1106,1261,-160,-166,827,1240,929,-982,537,-728,-673
1123,250,199,-196,-1117,575,807,585,-93,-678,145,525
167,1027,525,162,728,538,1652,871,1154,337,1433,1094
518,1998,-77,1516,591,-14,101,-109,-364,-46,623,578
900,101,-49,209,-160,13,1421,738,1621,16,647,20
-214,-547,1763,1673,-818,25,-305,550,1242,-143,296,-201
-711,1272,653,-73,1072,1031,700,893,-1062,83,-230,1387
-18,-127,-591,-209,1433,-98,812,213,1057,1881,180,-185
475,-354,453,757,347,307,1287,-434,806,614,1317,1714
734,887,1087,593,1892,755,1804,1648,1312,919,1056,1814
825,532,457,555,259,-1011,627,766,-236,-31,1457,216
-30,837,857,143,-13,-26,1121,-69,1951,1283,326,215
437,4,189,-456,1297,1738,754,479,1066,1007,516,-194
1427,1820,434,593,999,-637,153,1912,1418,133,-820,364
457,312,187,197,-757,-588,226,-307,702,248,-344,-575
1961,370,267,-59,-206,-601,-277,598,1758,-149,-921,-428
42,-986,686,509,-1038,-33,1873,1359,1336,1928,1762,1351
1343,1237,1057,54,1231,1948,809,-1044,945,1677,1044,-1028
-210,451,-418,161,681,-536,1865,718,483,-737,-941,302
1100,345,974,1668,920,219,1170,891,1041,1248,346,673
181,485,1040,60,389,-516,-242,1576,1492,1930,1769,1579
1045,181,1445,486,144,467,1563,1862,603,-5,1008,800
154,462,979,1977,-276,415,822,1975,512,-1089,1448,-32
116,-57,6,1323,758,340,141,254,458,927,333,536
1832,345,485,1985,313,-1145,1549,1641,639,-878,1052,-922
1799,1316,743,-305,-175,-1028,1112,-921,1364,1631,1688,-15
417,1329,1204,1960,1280,380,727,310,-481,74,678,54
458,853,1978,1617,581,308,1067,-391,1003,1933,-292,-190
494,158,249,136,779,-611,1784,-157,568,290,120,-589
1049,29,1473,457,684,1978,1588,1058,763,61,122,627
1922,1279,1956,1487,-659,1271,1717,1469,380,1719,-467,1575
484,953,629,202,212,1227,287,650,1153,281,946,1121
1032,-1097,51,-1346,979,-1265,388,-196,1105,1641,-808,-672
698,1168,1293,766,116,1091,101,1508,1991,626,859,507
-880,1069,-458,696,372,1935,395,-992,1441,1708,383,-81
-84,-832,-131,483,383,280,1101,-145,1310,76,1266,-683
1102,670,1790,1719,1339,1969,-376,1397,452,-963,-1139,379
96,1470,992,1002,1853,1626,-3,-168,897,-551,1181,282
872,132,-871,-450,-497,-694,1745,-117,-266,88,1052,-585
1489,316,860,-967,730,422,1040,1469,-988,927,274,48
1798,1555,949,446,1719,130,319,181,242,546,-121,644
934,1349,702,17,619,1653,97,164,1632,1137,1428,729
985,1019,1087,604,1350,798,-615,236,1120,-8,1685,561
1586,1870,174,1651,1458,463,957,274,1628,343,306,234
-36,179,446,830,809,-280,-677,1424,200,974,921,1081
1875,1132,1144,509,-110,-1127,716,-194,394,-946,1191,-951
291,227,1986,185,333,-286,-138,-1099,430,-516,1599,-554
-261,245,-1057,865,-638,1092,592,109,98,1443,920,-1469
1186,-899,1252,417,-777,-619,432,-1144,-599,-459,428,640
252,402,700,1040,671,316,566,567,943,604,421,1214
1981,463,670,-126,292,570,259,1272,467,840,860,1959
1000,587,1016,1935,-68,-116,-257,254,439,936,-708,-8
1036,368,236,317,915,-354,168,906,244,-101,1117,1014
-551,40,1896,850,-361,1392,1614,1825,-932,174,1526,1246
1914,1516,1662,447,407,487,1730,264,190,66,176,270
249,-112,1683,1989,-383,-911,46,2016,1090,-967,221,2105
870,383,1403,890,416,983,304,144,-171,1066,72,709
-620,306,2056,1093,1589,1688,11,1253,1378,48,1240,90
579,7,-1092,664,2016,1235,1270,-579,1303,2314,-160,-578
211,-1142,-633,1207,838,1756,1999,1410,-1027,496,-468,735
639,602,676,-26,345,34,218,361,209,-29,346,259
939,-1040,819,106,128,138,1149,1870,569,228,662,-1112
1551,398,-314,471,73,-136,964,430,153,269,1395,-97
-690,531,-50,270,481,-879,-565,1480,1624,888,1181,276
758,1140,912,658,1587,820,563,1560,720,637,791,1059
162,484,375,129,1138,33,566,1855,1032,607,836,461
-581,389,843,866,1360,423,1008,-128,446,275,1715,1283
1524,1592,-220,236,138,-185,284,325,203,164,456,1329
-94,-698,-1048,158,344,352,1096,-1071,1597,-197,-451,767
-286,229,310,223,337,-686,1532,-412,1072,-778,215,-25
1570,117,-46,973,262,333,1718,-227,204,362,712,-300
575,1098,480,11,1484,299,1076,762,1268,1146,1239,1702
-900,1230,1686,1580,-150,1798,1806,1407,819,1887,1488,-193
888,-953,1463,-490,456,-1020,-112,-317,-23,-952,-472,-814
1946,1361,767,1942,1192,180,967,246,677,-180,980,794
1237,194,560,423,866,84,844,439,807,-49,262,330
-70,237,972,361,280,929,1784,334,360,221,1853,1471
-853,1152,-1156,381,-869,-114,-31,-292,257,-1072,229,404
-54,542,900,14,568,-838,1276,-657,1097,438,-247,1057
295,265,-16,-137,1203,306,1922,1761,1485,6,537,1340
-7,827,-376,330,708,666,1161,1919,637,122,661,1175
230,1260,1661,1844,-1097,724,-841,345,161,641,1224,519
1479,86,549,584,1435,-127,464,38,101,-979,482,-1040
1686,656,1590,931,749,895,576,-149,-165,1377,2053,232
-138,-713,-975,-363,1191,-910,1553,1657,1727,1417,155,-356
1095,1950,-695,996,516,-946,229,816,1734,1759,562,-768
1403,1131,435,478,256,179,947,-312,1184,1967,496,1192
37,762,1466,-437,1874,1438,741,-22,1410,1865,-1158,332
671,320,126,369,361,624,427,407,1941,1410,748,1686
738,278,783,-447,314,863,1263,50,1571,511,1661,1963
-759,-197,-179,-136,-412,1107,423,1307,652,1822,179,1482
886,1065,412,1743,795,-1333,880,-668,902,-1274,311,-1273
444,496,-808,497,246,197,941,311,-1005,-281,1627,448
476,515,126,130,491,1193,1348,607,216,502,172,117
1493,1282,-751,1368,994,1224,1728,-125,1089,-909,741,-547
1102,258,1040,-368,586,-58,-161,928,-43,294,1429,1728
1216,-986,630,-83,498,-1334,1074,462,-59,-1204,403,-427
1380,879,1906,110,268,524,180,634,895,1762,1930,1462
928,1112,741,-538,1038,359,1527,276,958,1935,-644,614
1569,-290,1609,19,936,-1207,1997,1419,-12,1794,644,156
482,-1285,131,-633,398,-119,-249,978,433,569,20,-85
1319,493,297,342,558,687,235,-208,21,658,1617,-156
1392,-709,218,1829,1627,-200,964,-492,1505,1958,-587,-813
1955,1353,1763,1645,667,722,-845,293,305,-308,-186,1204
-671,-114,-808,1182,-230,-911,1731,334,-98,-862,1235,-176
331,317,273,1486,1517,477,259,322,1036,663,884,258
-22,-12,1232,-8,-219,-108,480,-1140,1372,584,904,-864
868,-76,1571,1480,-57,-875,371,-1150,1828,1645,216,1918
538,-281,1370,1916,1313,-804,589,-1150,255,-1018,1328,184
1836,1521,142,1053,109,75,1025,438,560,733,459,916
553,1343,164,-251,982,-96,1828,1623,429,-216,507,1062
1211,1860,-550,-818,559,1555,-1115,251,-801,686,21,-513
1020,-433,-14,-435,574,-203,931,1799,-188,646,1483,433
-473,1257,1498,1721,-898,-405,98,162,889,-932,-122,-116
30,-314,1757,834,1443,891,-824,838,-487,-829,982,-874
73,-965,570,256,1089,436,206,1825,1090,-829,-1098,129
1787,1834,-647,1445,1323,-570,-126,1576,1673,540,-925,579
-120,436,1539,1920,404,529,1107,-254,159,-269,1399,1955
1101,-574,822,1759,451,1536,-9,971,-424,948,-691,-208
1934,1491,573,-97,-85,352,1575,1709,705,-437,542,-822
300,284,1719,1821,201,473,1068,672,-592,184,76,332
534,174,1163,1909,794,417,1826,186,1121,576,1394,501
98,-851,1588,1493,709,-933,1728,539,-18,-295,1475,-181
1292,1805,37,1215,923,480,556,531,572,12,1,1051
2,713,99,-49,-357,489,16,-150,188,-326,926,186
1487,-322,1225,-861,424,-483,-1115,689,620,-153,644,-567
276,-35,310,672,245,1933,-37,399,699,887,754,674
1336,520,-366,258,381,-647,759,215,-83,-41,1419,1273
383,876,-219,212,146,-61,825,1097,1702,-121,893,-105
118,-925,104,1420,1007,1304,463,-494,251,1190,865,1874
-411,-493,-1119,329,1757,1917,443,-1130,1794,313,-979,444
18,42,495,1997,1336,600,1309,1812,490,2,-613,100
1181,1762,5,490,764,1980,-76,-448,1370,83,1837,1153
403,-1125,1446,1891,1362,75,-8,116,948,-679,405,1983
-1140,173,360,-849,1900,626,-839,-555,-1112,256,601,-1112
230,209,771,682,483,52,583,297,1869,1242,223,-517
656,1241,-38,241,798,260,1558,1745,1270,284,-9,431
430,1068,1180,607,1100,458,1925,1055,1123,-25,65,272
-115,-137,1749,1652,272,-1056,1479,-67,-951,124,1050,-16
222,-546,1986,1819,1155,1427,933,1010,-406,1369,1569,287
56,438,948,972,430,1348,434,628,615,519,596,39
1328,1715,1491,820,668,816,800,484,-1050,927,1354,-729
890,1202,1419,395,310,-445,1323,1211,1290,-415,1325,1981
186,1181,1701,653,920,1841,601,367,822,997,538,226
514,1362,-1040,677,813,-422,203,446,1106,-138,1745,228
972,-240,422,791,-344,1266,1874,1339,775,-852,926,1627
480,-1007,918,-657,388,-446,-285,-500,634,-547,68,1979
-1019,-208,1556,-12,264,-559,981,-273,886,70,35,-117
1583,-294,517,77,-1120,597,1451,1578,1324,-673,280,291
-111,750,899,599,418,1104,395,410,722,65,564,1407
357,46,1674,213,728,928,393,62,1201,1807,303,227
996,67,785,1001,843,1984,87,1099,1718,473,281,512
316,272,85,1715,1218,694,508,508,920,1412,1660,1837
1881,730,909,129,968,274,194,1088,1470,1411,173,817
141,522,547,-84,642,840,1412,1976,199,615,264,1007
741,-260,1754,1223,865,-59,255,858,570,58,1209,-313
1830,1372,1034,250,563,916,971,569,102,543,356,1588
-778,570,1497,-56,1891,870,1562,-522,1487,426,-361,-670
1899,1389,304,364,1974,1031,989,1990,296,-999,28,15
784,1108,957,543,1541,390,205,33,-129,685,1574,1416
443,1718,1430,1061,1156,977,788,-1015,104,1147,-852,598
-629,-123,1559,1636,266,-148,1144,-297,-14,394,1536,1260
1770,-42,1550,733,46,-3,47,568,849,537,342,-103
-237,-196,1221,1750,398,426,1796,367,435,573,342,-772
769,27,-549,1454,1729,434,1124,-856,589,447,1510,-46
1706,1929,1213,1411,1375,1819,1858,1286,443,-1115,-1028,957
-381,363,640,-1104,1880,1273,225,-987,1047,-502,-1147,478
1152,926,727,370,1985,1372,1341,-675,-1027,251,1921,1628
326,41,422,126,974,654,878,10,132,853,942,-4
1410,1919,-90,-13,1314,-757,245,295,-657,245,653,-978
417,403,1631,-15,1975,1193,1225,-829,-868,-518,739,-659
450,1654,1858,136,866,495,160,511,455,859,-40,493
-669,0,-416,-933,168,-951,1116,-119,1308,1916,232,-1084
1220,-602,918,1730,-477,-824,1438,-586,1497,1765,1247,-842
1150,362,1104,986,270,412,154,1535,847,969,655,1872
288,862,67,171,402,1148,510,125,1887,1939,1967,930
1796,1813,1138,685,1176,524,-108,283,1717,1536,1796,-367
818,634,1980,1267,447,-28,1780,1948,1133,28,302,217
-69,309,1115,557,857,183,1368,254,1126,1165,654,5
-19,1807,1592,1875,579,1510,1032,595,219,-1006,-568,465
1721,158,624,-115,-115,31,929,-600,-214,-207,1606,244
-319,781,128,28,2016,597,1453,-646,965,-90,-537,-143
1429,103,-805,106,946,-699,1831,1902,1031,-992,432,-981
1186,-729,308,-965,145,1645,-979,833,519,-1034,-311,1026
234,161,1970,1717,-97,-155,89,-1078,-686,284,1016,1238
26,-423,867,-1015,914,-649,1949,1762,1505,1241,-986,-267
429,1536,1544,91,1508,121,1706,847,1489,1776,1120,180
801,-957,-762,429,1042,1689,-1065,-31,2059,254,-101,625
-908,40,645,-1039,1682,669,1499,1713,875,61,879,259
1421,358,850,-374,924,-447,803,-773,-579,-752,1606,320
226,134,-695,1242,-422,-569,808,-371,466,313,1462,-500
1933,1478,1413,506,322,308,350,649,615,8,143,923
1615,1824,-134,-564,1235,-117,113,240,431,861,39,193
1234,423,589,1468,705,1597,1429,1023,1246,-1115,906,-1401
-147,853,-311,179,1674,93,1,-197,843,-204,-1031,175
1910,1618,562,839,195,582,-1103,-67,1636,1771,1157,-47
1043,969,419,301,708,2,952,1341,333,254,194,1815
1476,1559,1111,-68,215,878,958,418,605,525,1318,1636
994,-207,456,-7,777,1518,605,339,1067,699,1542,571
1075,-702,573,270,-1121,250,1625,1869,536,361,627,-398
1304,-7,665,746,1808,323,-777,72,648,490,646,413
1429,345,56,1572,-762,815,164,-1115,1930,1947,188,-29
1747,1692,1227,-485,721,-267,367,-567,362,-540,1281,73
581,5,751,805,354,-461,1180,436,892,488,664,1319
828,533,657,1131,84,760,87,346,544,500,44,1165
523,780,161,20,-223,-23,564,1275,1168,633,719,-65
854,782,-14,980,21,490,1583,-314,373,-267,654,-501
751,1678,900,1228,428,156,1948,1695,1773,554,678,418
1630,1910,123,807,1180,677,1460,228,376,742,1009,1445
-180,255,494,-358,1784,69,373,674,1918,82,-363,815
1186,1938,1897,1017,247,1728,603,-329,771,1005,58,1378
1699,1920,-700,1103,418,1337,1993,954,1499,80,-155,11
1592,-485,1705,1529,1559,240,-371,-950,-575,1099,-649,1437
514,185,1901,1436,24,269,429,1102,1604,1830,-485,899
1946,620,1828,426,1608,1145,1356,65,1203,-95,-285,-248
-980,404,120,-890,1466,2,372,-972,1585,847,240,505
1513,534,-22,952,-1086,286,881,-402,831,67,530,251
401,835,1272,1141,1255,574,1990,242,1982,972,652,29
1775,1585,1168,11,900,1929,979,-984,1049,524,1644,-468
644,474,93,-30,190,610,1475,420,631,137,848,560
675,27,578,837,68,-30,614,-123,885,7,493,-615
1856,370,1948,1723,771,-206,1823,1158,53,-630,-389,-455
-168,-704,1521,772,1556,1973,1864,1270,548,1625,-68,1100
-368,68,-433,1654,1535,1928,1866,1650,1340,-701,-705,597
596,-974,384,1619,-376,-695,1568,160,1234,1993,-626,-758
-1085,302,1925,1690,733,94,1326,1879,213,-592,1165,-628
112,-275,1342,1461,1678,191,730,99,907,-203,-363,-955
-699,315,1142,-530,1007,54,712,-37,385,59,1945,1624
-218,1213,1979,1275,1212,1980,461,883,209,-204,796,623
1663,549,480,-1202,919,-775,1439,-594,539,809,340,1509
611,-12,124,-27,-151,706,801,-10,451,372,1418,400
316,882,922,918,852,166,-155,662,1445,439,1506,87
114,826,667,854,1552,93,459,-569,1925,1963,798,-387
163,830,1878,979,-71,173,813,84,424,436,1341,613
163,523,545,810,550,1131,80,1443,1166,359,1428,61
-920,-278,1517,-594,673,-31,-438,933,222,-791,1182,-848
455,718,1652,368,915,25,988,244,1636,1609,412,1305
1432,1507,1316,1840,888,1906,1648,365,951,1430,62,1407
420,1266,1906,430,-241,770,1100,-238,89,-35,142,181
210,146,1619,80,713,362,1385,754,153,136,1685,1665
1885,85,1924,1963,1401,-128,-147,-162,1706,-167,381,1785
-174,-962,-98,-359,241,-133,1706,1548,1153,-323,226,14
822,1897,889,-642,1172,-160,-1012,5,1798,1905,1026,731
1334,479,329,-19,424,569,141,989,1065,61,487,-181
289,-129,1559,1460,806,-554,726,-1077,-609,-85,1625,1823
481,1261,154,1401,1209,600,1270,959,289,1208,1222,1580
1177,220,358,1922,495,253,584,20,61,656,1503,1691
444,1894,21,300,877,638,-107,438,755,-144,1727,1998
-190,-223,-729,-188,1079,-290,1341,1912,1341,54,288,84
737,1888,1592,1814,184,152,175,413,1828,330,933,990
-76,754,1349,28,-336,-952,-106,1251,851,1212,1618,1995
1183,-807,829,-960,-609,-656,1796,1625,1697,1620,373,1984
942,-236,1710,1472,575,528,1758,1833,907,1938,734,227
535,690,351,372,912,103,424,182,1327,892,1928,1060
893,-130,6,-3,-900,-446,1814,1637,405,171,426,-1018
1179,-798,-288,91,1279,1668,-228,-470,235,-1116,1053,1811
-562,1387,936,904,1644,43,1376,-578,1613,724,-578,-485
-672,-83,1713,242,739,-162,1489,1538,579,-1025,-562,-693
1813,1664,387,-255,-1077,202,-812,1177,322,618,1531,1626
1141,762,1169,-170,1720,658,213,400,177,333,1634,1930
1960,1900,825,-490,1209,-744,1628,1818,168,-1114,187,-654
784,732,1360,426,773,827,254,1264,942,351,1979,1705
1237,17,488,364,800,96,190,909,1018,438,161,1921
340,75,-28,1279,353,-365,-113,-767,543,910,1493,-692
1290,-956,975,-910,-1181,-104,1345,-485,-411,727,1195,-1124
928,-40,344,89,-206,457,1403,399,1142,688,1176,1142
1038,1922,-18,-46,758,866,1706,1451,-453,324,852,234
1326,-376,421,-527,290,313,-952,-66,-587,-801,-291,1622
207,1430,-689,328,506,718,1440,654,213,-46,1392,-239
585,61,876,281,945,-275,194,1233,1860,1472,404,-265
1357,282,1009,859,299,787,186,999,1044,1983,259,940
1559,836,934,682,190,1616,814,155,205,824,1150,326
1154,-1046,-387,-614,1325,-924,1400,-844,555,-715,-520,-1038
1565,84,1973,25,-407,-941,-627,146,-101,-181,694,-573
1649,-249,194,-1107,1075,-908,760,-1080,-936,1119,16,47
1222,390,1223,1211,469,759,633,569,340,1982,769,510
-1089,728,-814,-479,251,1054,338,800,450,1242,785,1985
38,860,752,-1510,373,-212,746,1342,671,-1318,-1009,-493
809,1999,-134,-1050,287,1061,1154,204,931,553,764,1211
-151,572,-689,-441,758,-102,1330,459,992,357,252,651
1323,1787,339,65,660,1944,1392,374,71,-48,232,166
459,503,1145,1974,523,224,708,267,1646,971,870,318
1140,257,117,637,-330,721,414,881,434,491,624,1469
-78,767,544,1187,1625,-564,920,1553,734,138,184,-918
-357,-721,1005,602,145,927,653,4,1602,1060,1141,-57
459,1621,671,744,1867,1344,810,608,299,1011,1368,-23
812,384,-573,-198,1199,543,1247,-865,-278,-120,1988,1032
192,28,1967,1170,1261,142,570,280,709,-454,520,56
472,-519,1508,-280,1773,458,1588,1909,1969,905,69,872
716,-84,-71,173,635,244,683,505,1126,463,1964,1343
284,199,1780,-22,-847,1187,137,-1078,1639,46,1953,1780
-622,227,651,266,1528,1254,1642,209,1164,1675,644,768
1259,198,1586,1777,329,810,417,354,343,306,803,1556
1653,-86,-98,61,962,348,686,851,204,-9,1418,241
1440,-429,1490,1828,-17,1316,192,117,1276,1124,-302,-253
717,-46,484,220,1003,453,1276,365,28,-9,345,714
-972,135,1120,1256,757,372,1779,86,815,179,-6,214
1308,276,468,827,-1100,718,1245,938,1521,311,-1052,-22
-19,1424,358,23,631,154,565,934,1007,1150,479,453
-774,837,1711,1824,797,-524,1985,930,381,893,1547,1046
967,-1067,1969,1150,609,116,202,-1087,1669,1658,1158,-295
1123,362,1912,1833,440,330,45,-458,-18,1719,476,1135
888,30,-98,318,1761,-70,1969,1386,567,917,432,666
587,-687,1692,331,-476,734,1002,-464,1043,-796,1302,-150
233,396,188,386,1999,650,896,1508,791,523,578,1371
-1096,531,696,-1117,418,1943,1698,1870,-189,-453,-885,71
955,138,156,654,228,-290,592,1560,1493,-24,1684,1368
1237,124,1382,-14,116,855,489,944,1610,517,1812,1490
-61,183,837,571,1043,1208,1240,667,870,-761,1221,-366
155,-474,1778,1324,685,-175,368,332,168,411,632,93
1377,348,368,552,280,444,764,992,412,955,555,927
461,58,1954,214,664,1310,1313,1899,271,371,902,1107
1473,1638,393,4,-429,605,1806,1432,235,231,1490,-419
1259,343,1868,1892,663,45,1103,82,-1010,499,759,-76
684,-37,954,711,1891,242,212,1559,1608,1557,620,1380
696,1132,136,536,145,1860,1696,1142,-198,1108,601,475
414,1689,1760,200,953,1497,358,1213,661,1600,741,463
-50,827,1437,1729,1264,-119,114,284,555,388,391,412
1523,326,34,836,710,310,1266,1841,1144,-51,-193,52
241,-1009,1689,1468,202,166,-1059,-26,619,-274,1960,1529
223,1205,1401,318,781,578,1389,1068,516,1002,1756,67
1143,1312,258,-167,293,409,1156,1889,1989,65,1705,1859
900,251,333,204,655,1250,74,1307,1708,404,679,638
893,-794,724,1972,759,724,1639,-163,449,-96,1587,957
923,149,1267,221,1169,-315,345,1180,726,786,333,-37
473,888,955,359,124,1991,1882,1216,111,-157,376,1487
181,-40,134,-97,388,1171,37,602,541,656,1143,492
-142,-26,1130,-141,300,-796,298,-1036,1945,729,-362,-827
769,307,211,869,498,901,1408,569,235,311,151,645
-326,1258,-129,890,1980,1212,-65,-1108,1322,-620,724,-1088
-396,-528,1587,1185,-709,942,1601,1713,1955,1858,1928,1160
479,-483,1038,722,1344,1929,383,-22,1614,-417,1587,1249
350,389,575,-139,1092,1141,102,558,145,232,1066,969
-358,-89,1637,-439,912,-219,1540,196,1735,1798,245,-726
-280,-294,204,1190,-706,-458,1004,-145,1055,45,1160,1116
1196,982,17,1186,1860,894,283,90,1837,1794,376,1194
699,-252,-347,-22,394,796,1096,675,467,1968,-195,-762
243,491,581,60,947,412,931,-149,113,-505,570,-405
-307,333,46,609,844,-10,142,1937,963,-159,421,724
-355,233,1101,1786,414,-1097,568,-83,1020,-969,-373,1641
675,1464,1710,378,-23,1599,516,1654,1861,1781,1132,570
699,515,1351,167,907,1973,1377,502,705,289,1667,178
285,-55,538,-259,484,808,1865,1895,433,1956,-28,-112
-426,1087,1926,1985,1013,-130,-75,-944,-1093,355,1788,1926
-398,584,309,831,1272,146,1250,951,877,1479,-114,1578
1913,1776,208,-463,5,1308,1943,1252,874,-90,241,393
1572,364,938,-69,231,927,675,1855,-127,920,1069,820
1526,224,1103,1853,607,1160,29,-797,1972,1693,929,308
-274,1137,1964,142,653,224,276,952,999,42,-16,-547
-340,-491,1497,791,1817,1379,1488,1922,152,-430,396,-823
1419,-236,1146,621,756,713,59,1967,1639,216,1234,-12
719,613,1960,1569,1200,-183,-993,982,1131,1459,-223,-1017
328,-656,-116,764,1149,800,760,-23,1130,98,1496,1627
1865,1088,142,89,1663,820,541,22,176,415,1500,-151
945,-344,475,264,331,260,-985,-263,594,692,1290,-238
1449,-192,1809,1586,1093,581,514,-489,-403,-745,-333,353
1662,-325,391,287,1656,-85,624,495,647,-904,1454,-647
793,-1096,424,-1069,1341,1817,921,1395,-959,444,1121,1812
1151,-547,-1083,204,834,804,858,259,1581,325,1204,1273
534,178,1906,1536,874,282,614,1104,170,-102,-372,1016
523,350,-928,-216,695,-367,206,-1127,1368,-139,396,1977
526,268,-946,800,1660,866,1540,57,65,1174,218,627
213,-365,116,725,1227,1718,463,727,553,291,-343,865
133,727,1463,-13,810,813,400,410,543,493,785,1076
1059,738,1880,571,691,1520,111,604,325,547,1500,1546
1503,-614,577,-876,668,431,100,-285,-625,917,1011,356
-43,828,1077,205,449,1958,1051,640,1692,1366,707,1298
203,-135,409,-398,-1127,17,18,-1109,-600,1481,-859,222
432,-275,497,202,1886,824,790,293,1057,760,185,-41
1034,452,1038,-114,162,-769,1324,-160,851,763,859,160
878,-420,-156,-872,1921,1612,788,233,973,189,-106,-447
620,726,1515,-608,1572,1468,1989,123,-573,-303,144,217
1772,-162,800,153,1098,-587,-66,-90,-487,-460,1930,1932
431,176,51,805,678,-14,1217,-28,145,336,480,704
1001,-212,177,828,117,912,706,1899,1042,510,-138,-6
1930,1696,1893,979,-272,628,121,373,739,679,-31,1040
687,20,392,1370,267,433,1844,1698,245,231,725,446
1190,50,782,106,1770,-109,-1073,-97,1838,502,259,46
144,234,1604,-72,368,585,178,777,764,-671,316,-319
1596,210,1401,1929,-179,-171,620,371,39,967,947,-139
40,106,-237,259,1917,916,502,106,175,-569,1336,115
1027,586,1014,70,1323,1774,1606,673,135,1532,1715,332
316,338,1042,863,1863,1302,808,1111,232,94,1928,1865
1990,1521,251,391,723,585,809,1483,675,236,625,-141
-443,-270,1957,1736,1369,-29,254,324,1031,536,-14,697
-263,660,477,1444,150,527,1480,1137,1337,268,254,1246
462,190,539,373,699,955,1458,443,1480,1679,849,619
-612,408,-559,76,927,1986,1489,1695,-59,14,336,-413
1745,202,1954,1114,929,1729,-307,-195,1964,1241,206,-963
1887,1856,1491,1251,-199,493,12,479,320,-419,1525,-200
531,-820,1651,-511,-1082,704,-62,1614,481,-495,-213,1757
633,364,152,512,435,-908,1634,-215,324,-475,1576,1854
179,617,753,44,1444,140,979,450,1304,830,423,398
1884,1954,1241,-767,1827,349,270,1273,-1096,391,811,-926
1412,1786,-542,-406,1952,1471,-1034,-208,-119,-1023,797,-969
-175,298,388,1464,546,-185,1099,860,573,714,410,-401
-969,318,-530,-158,1961,1915,1679,1804,243,330,90,581
1728,329,1675,251,964,234,70,623,1252,362,1512,1585
565,-408,1863,1321,1946,1947,1265,223,-600,1018,609,947
1910,1339,122,502,314,42,382,548,1987,1753,104,60
335,261,278,491,1640,126,1080,1627,897,539,-519,422
927,391,1006,941,-782,180,-369,794,367,1289,533,938
-252,394,429,-154,1384,735,1628,-91,62,-119,507,469
688,-194,-455,764,722,-425,372,883,1930,1026,866,1371
1130,826,1233,680,689,241,224,87,1315,1405,-1117,331
1313,1848,1814,1135,1375,874,-29,294,782,1018,-344,-986
-1113,-157,386,-745,-128,-253,-23,-133,426,-933,1509,-611
813,314,1590,1574,1491,-563,1130,-148,1272,1987,1436,1395
751,-143,640,394,402,-36,743,881,939,-445,-743,-625
125,190,-454,-517,-712,1389,959,1689,414,-36,1583,-201
1022,-728,-51,1217,276,1676,-819,1308,-485,-83,1058,-488
704,544,1985,1160,663,-1055,984,50,1151,-211,-330,-671
901,1991,-349,225,1448,-668,-1100,243,716,-1045,524,-975
747,-1229,164,1524,1106,213,786,-932,-1053,425,1093,-1093
739,-1086,127,-1092,1294,1822,1005,659,1697,207,1980,1528
236,254,145,1026,82,404,1330,395,510,1156,1804,939
377,-1108,1541,-663,-1025,715,1004,-1143,1710,-487,-960,-300
656,1531,1782,1378,1408,1368,1761,38,1218,350,444,848
-718,218,104,1707,817,-88,628,128,1644,428,-1000,462
1508,647,623,816,1179,338,1922,314,1068,1972,-340,1291
1027,-460,1312,-905,-787,-592,1035,1186,1042,384,1747,-424
-390,1324,538,-1342,49,-1023,261,-1754,1169,-1416,793,-1617
67,571,1500,1401,79,139,1204,573,152,871,741,542
-649,511,361,1700,1028,520,-855,1187,888,-102,1930,1579
1120,-12,566,-193,1752,351,396,234,31,49,1903,1432
64,1112,874,445,966,445,330,37,87,156,212,1007
641,348,1217,-447,1082,1825,1226,1233,1054,-434,1511,-95
181,875,370,596,35,243,492,623,770,33,82,359
-432,-938,81,-1131,1326,-454,610,-731,62,591,-807,1075
587,28,154,2,719,291,418,42,547,674,543,716
1610,859,1933,1676,1253,1899,1533,-260,-892,-113,726,-352
1288,1871,-420,375,622,333,-243,-346,1354,23,1839,1834
314,235,392,461,545,1102,415,214,1371,126,1587,1760
555,-767,307,-542,361,-797,954,-106,701,-401,1220,-774
1584,-438,1237,223,34,1498,390,111,1316,-555,1928,1232
546,223,1699,133,470,65,344,524,70,237,1593,1851
