Drone1_x,Drone1_y,Drone2_x,Drone2_y,Drone3_x,Drone3_y,Drone4_x,Drone4_y,Drone5_x,Drone5_y,Drone6_x,Drone6_y
1199,-866,1619,-536,219,1975,103,1986,1525,934,453,2043
829,1265,-13,485,1183,222,171,1690,28,1364,647,-120
-42,-334,-728,1456,1363,1876,722,-376,1728,1373,1759,1272
360,-402,11,-354,456,1378,-88,986,1443,1998,546,1841
519,1953,297,43,806,1719,1131,1994,-1120,476,717,1817
1303,-728,476,1676,592,-1064,1270,438,1370,841,1331,1798
954,1646,1294,1244,655,344,34,1813,1789,241,1039,-141
1122,1818,-755,677,2264,1570,1223,2194,-159,119,1317,-38
505,1856,-2,395,1421,1455,286,466,1474,344,1630,1360
1788,-91,1781,1560,-296,1690,1788,340,-520,-863,868,1768
1493,-714,1181,1749,1616,1796,233,1829,1765,-347,386,1865
324,495,245,-70,225,1402,1724,1939,430,1851,1006,-241
-195,1045,976,1764,1735,1145,-194,792,967,643,1530,1327
1321,-759,762,1795,1772,1405,1204,1583,603,28,-617,-737
165,1926,-693,1471,478,1216,1745,1329,222,1906,1512,-638
1494,1561,1269,1525,31,-1032,844,523,695,-670,1959,1161
1027,607,1855,1734,728,1956,-205,1748,1159,-395,1755,1147
1251,250,1662,1413,-822,31,-101,1632,1046,1922,344,-146
1868,-103,677,2233,499,2238,1202,2075,1054,2180,-1094,903
433,-44,1189,381,1902,645,341,1862,1310,1666,917,357
275,1838,1798,1694,585,1167,-319,561,970,-31,992,-998
1852,21,1640,1551,-76,-452,388,1870,746,16,681,1700
1862,646,1597,1678,258,2449,576,2730,646,2519,961,2011
1684,1484,-530,547,197,1832,1508,-624,1477,1416,533,1819
795,1820,193,-521,1401,1459,201,329,1127,682,1678,658
91,-824,-59,-148,1104,-950,1718,-314,923,1916,1183,1640
-781,-443,1293,1653,1061,1421,1882,51,690,1675,577,1892
1585,1658,986,-903,884,2024,1319,35,1065,98,981,-238
295,85,1953,906,474,570,1237,332,1278,1126,316,866
687,-1108,-257,-123,153,-77,1816,1703,1861,1190,-393,-963
518,1951,587,962,352,1976,1388,1552,1623,1072,1359,-172
294,1833,338,-1152,1226,1710,-660,1463,467,-428,1329,1984
405,1937,1391,1567,844,-1086,942,-994,464,2027,823,1854
1551,921,-502,-475,1047,-902,-433,1034,1316,-124,1679,1583
642,-623,1967,1215,1181,1718,1181,1817,172,-224,1209,1980
1716,-283,76,915,614,1952,1679,1580,-617,-773,1518,1877
1205,-875,1888,551,75,-401,-240,1731,153,1827,1873,1503
1150,1330,829,1869,1508,1315,1227,-771,1707,1210,513,1892
800,1837,262,932,1037,-42,-43,-221,751,1793,-28,858
1526,2688,1428,3111,357,2753,994,-1026,205,2301,2089,2638
-1043,959,1101,1794,1955,1134,1033,1780,646,833,1962,1629
2013,425,1935,1728,767,-1138,1441,-364,-106,-1145,199,-1218
1855,753,274,-98,1282,647,556,1626,1061,1694,1296,-53
444,1706,1946,1781,1388,-690,380,7,-947,-215,1050,1449
1282,2103,1465,1910,-896,-655,1489,1994,-274,-1050,657,2316
478,1089,890,-71,1000,1185,1915,1668,1101,-3,191,1889
1138,-209,343,1825,238,1982,1863,221,1908,1184,1577,-383
1830,1081,1746,834,575,1907,1887,280,1317,1638,1614,1808
621,1595,725,-1100,1859,1825,425,-1044,611,88,-806,-573
-744,473,23,-453,1111,1632,1752,943,1950,1261,912,-331
-566,1536,-265,885,1551,1434,718,92,772,-332,779,1255
-1129,469,-1062,-119,1926,1275,-758,-587,1296,-353,631,-1102
1912,94,43,-1045,1868,976,1337,1575,1935,1904,177,1978
818,1080,1470,121,437,1457,-120,396,1333,1637,1130,866
1705,1779,-895,-135,1893,1851,771,165,1136,1040,1707,1353
215,1712,-619,216,-18,-553,668,2001,2134,-125,681,1977
190,-1051,1873,631,1405,1440,1804,1345,1347,-264,1147,724
209,1877,1476,994,999,225,658,1919,1630,934,690,1558
758,1522,597,1542,1694,1697,1832,711,181,2178,1534,1846
1849,327,660,-127,882,393,265,1090,1470,816,1377,1952
308,221,1666,1723,840,1846,-398,-912,1921,236,1777,1024
1483,-790,911,-585,550,-1173,1764,13,483,3,-1097,38
1012,2032,1165,-943,601,1805,1057,1573,158,-1136,1147,1984
1096,1574,1580,1482,-610,-755,562,1831,-745,1265,116,-538
125,618,1005,1018,156,885,1990,180,278,1914,1706,1645
807,1693,1969,1479,1458,-717,962,-1035,1609,1824,-200,1760
-1048,-297,1935,1423,1446,1971,253,2025,1649,1664,1678,1278
567,-1188,-913,-345,744,-1158,377,1835,2045,548,-53,1751
980,-168,1848,678,278,224,400,1948,402,465,1766,848
1916,1034,102,345,-632,-129,1832,98,1543,1634,214,872
1094,3732,1032,3663,1055,3581,-1246,-154,2114,3542,1804,3319
1744,1820,1639,1191,1286,1529,1668,-279,1808,793,1968,1095
1499,1646,1105,439,211,112,1147,1799,483,1987,1865,1359
580,-144,1100,1607,447,-119,1785,894,1125,-193,739,871
788,1384,1993,1400,2,919,637,1930,-309,1722,577,960
450,-1136,93,1568,-463,943,522,203,-1083,-293,1411,1848
1611,1382,1825,-61,1572,1746,1477,-63,1311,1398,963,2074
-225,-1003,676,-1119,1023,859,1545,1245,1589,-436,294,-1031
1010,1778,277,1906,1424,1356,782,1599,1166,-419,1753,1103
321,471,798,978,19,652,143,363,490,1275,1987,1538
174,1863,219,1294,411,1309,1064,198,1992,1016,1256,695
1260,-813,422,476,-467,1357,1377,1792,1995,1500,878,-996
93,530,1416,746,313,1614,1837,1952,175,1682,1420,181
644,2353,49,-327,1779,1632,1606,2244,1595,-3,1927,2081
197,316,1402,1443,647,1830,593,1189,-638,-512,1335,-94
1610,-467,1295,1736,-985,839,1568,1087,460,1819,765,1835
-615,990,655,-100,540,-481,1778,-140,1563,1414,1242,1575
1136,3185,1764,2521,277,825,1213,1306,1840,867,1047,-922
1267,1674,1946,1771,904,-1051,1487,-636,1930,224,26,1820
592,-1092,1276,1524,1357,1789,359,1799,-364,1424,1964,1021
1189,1785,1679,-489,611,2,426,-24,1629,1358,1599,-614
-922,606,1906,738,1948,1844,1774,285,330,935,1896,1590
174,-1142,1918,-242,1790,88,1989,-6,1469,1746,1949,1347
1399,-532,1699,6,1258,580,749,1784,1006,1718,1791,1512
-254,-1010,738,1806,488,-1149,1604,1442,-1070,506,-636,-770
1537,421,1971,1855,-280,-146,961,-861,-261,-937,1813,1970
-312,-983,-1126,-199,1362,2141,-1018,-305,958,2233,689,2039
-859,1239,80,-985,-766,-116,992,1246,834,1766,750,-1105
1567,1131,1357,-577,1160,2134,789,-809,599,2443,-432,1560
-411,1615,828,1776,748,-601,1890,617,1994,112,1830,1178
1785,1142,65,1900,1990,1850,1514,1619,826,1761,1839,951
276,774,1844,440,1775,1726,1000,71,465,821,1168,589
1201,-157,949,-290,-537,1540,-150,1049,368,1995,-187,-779
96,98,-148,1082,1114,-423,1271,2156,464,-912,947,2304
1871,1777,1042,-995,747,1989,-452,-895,618,2017,1527,1487
-403,1275,1313,-756,-264,305,958,2077,501,2164,1025,1995
1487,1575,-771,-219,-498,-523,973,1077,630,-1090,-709,539
762,-356,-410,608,1918,256,877,1900,326,1936,604,404
1294,1695,327,1902,1748,-313,-1067,-87,1942,441,-693,-758
1470,1563,-804,1297,823,-1049,985,1699,838,-1065,1959,1133
1067,1988,833,1802,-892,1335,-1144,120,377,2007,704,1980
1347,1686,390,-71,1344,1845,1695,1581,573,1124,1849,1848
769,971,1903,264,-19,1744,614,1666,448,-223,401,1651
-851,-459,-298,1411,-61,833,1576,1189,1025,-968,786,1437
1069,1818,1853,284,752,-755,-89,-1047,704,130,1888,1301
807,1798,1630,1624,493,1916,1583,-577,103,-1150,1845,1633
744,1824,676,75,-271,1008,1827,1927,512,1449,491,13
1311,1207,-786,-384,37,-1105,1476,1754,1895,921,-617,1511
1813,191,1893,1092,-24,-316,1128,1889,-1074,743,1816,1866
58,59,719,292,1073,471,607,1396,1709,232,151,948
1864,437,560,673,1597,858,1826,1955,474,1970,443,1483
1464,-645,1380,503,1514,1353,712,1732,346,-883,928,-69
1309,966,742,283,731,355,203,853,1136,886,408,1621
1690,-454,1903,255,738,-824,1185,-974,-316,-971,-992,1084
654,1759,1938,733,532,700,472,1869,740,772,1747,246
278,-1130,-1019,132,-1125,124,1961,1300,1411,1937,-1158,252
1608,1410,787,-1052,1544,-714,1638,1692,-1169,440,1200,1736
279,1738,1983,979,1024,1206,113,723,955,787,666,1197
1461,1907,400,-1069,1772,1984,-898,-414,2027,1185,2094,483
1639,-242,854,-1053,1362,776,946,-873,1807,502,161,-1114
688,1818,1676,1668,1929,712,-768,-217,699,-322,1060,1387
1322,-572,-541,-841,1563,1579,1194,243,1404,1706,-987,-269
-1064,-155,1512,1885,1560,208,1599,-171,625,1756,1027,1582
13,1896,997,-739,3,22,1679,1237,856,1872,952,1843
1033,1898,1587,-451,1272,2026,33,-1099,546,-604,1305,1777
335,119,1118,1681,564,492,1534,-55,1635,1248,610,368
1794,1729,407,1939,780,-1086,99,1841,1922,1090,-672,-749
294,1825,1139,1429,1377,388,1696,1776,1977,421,1704,1201
1980,175,505,2257,864,2013,245,-1168,1025,2083,1848,-237
634,1747,246,-1131,-1013,-11,1894,1139,1286,486,337,1790
983,498,286,1068,157,547,1075,1913,603,332,587,538
-847,877,1575,1261,624,-348,1849,1061,-14,1847,1797,897
96,1980,1417,1611,1120,1814,427,-1215,1160,1851,1040,1852
1112,1637,1285,423,1376,1980,1834,1693,1566,-608,1835,284
1850,889,-1109,179,-729,884,1457,1347,602,1844,-12,8
-1078,702,1600,-448,687,1834,1071,-946,1053,1967,1521,1760
583,1876,851,2284,1208,1355,-877,310,985,1671,784,1916
-358,1608,-1081,464,-894,117,1741,61,1035,1659,-1042,251
1666,85,1032,1798,1665,-549,969,1702,-642,-781,1458,-735
247,2052,9,-147,408,2084,1671,1777,1298,1571,-588,-789
585,1163,931,1785,486,364,1680,1757,491,1805,278,1973
90,1808,1554,1922,956,1115,958,2081,384,-1106,-222,1257
32,-482,903,1387,1956,757,1072,161,1205,-87,-86,1801
1513,843,1398,-406,1610,1844,516,131,1934,545,1277,1778
1874,909,734,2289,379,2328,127,2215,770,2199,1561,1799
-117,-755,80,1881,1664,249,1802,1047,466,2030,1247,-332
627,-1107,964,2022,1154,1923,-35,720,1905,1406,1504,-665
999,1731,339,1532,908,1754,1731,1022,669,-926,-1177,297
233,988,777,1485,1390,525,1259,896,1947,382,1436,1050
751,1192,152,735,759,305,288,1990,486,416,1971,1165
1745,1285,235,-434,1380,-744,1446,1403,155,-174,-398,1090
1131,-913,1674,1340,1070,1948,-947,1035,1721,22,247,1393
1478,1323,1905,537,1785,770,1011,-945,-704,-471,1769,1157
693,1924,88,-990,1986,1959,934,1850,795,-1097,1763,1597
1812,987,-664,46,592,-372,809,669,1310,98,312,453
741,1774,548,832,1524,1591,176,1028,957,281,135,1741
-230,1716,1664,-496,1360,1658,464,-1151,1287,1638,1780,-562
413,2026,445,2187,728,-960,1156,196,-812,-9,-1103,52
840,-1084,-957,413,1532,1241,1810,818,1583,-503,-446,584
633,1245,121,1051,1874,1599,787,1468,1716,285,1774,857
596,2102,1859,1861,1269,49,1164,-919,1916,1045,1756,1297
399,-329,1513,871,1374,-645,332,74,-799,832,1436,1730
782,1527,790,865,1833,1697,88,1162,498,488,1586,-226
362,-89,875,1943,476,2092,890,-1058,1548,1934,1198,1773
538,1688,1932,694,-7,-178,1869,1566,1408,-786,1397,1502
1214,1574,204,1917,1655,1117,543,-1162,1616,1946,1998,1640
1611,1852,1116,2102,63,2168,975,2137,2005,1483,160,2354
218,1551,1835,1259,1982,202,388,1900,-779,-655,141,1914
1539,-3,789,1982,-252,-989,1290,689,-815,-4,-755,650
-880,-492,-684,987,1532,2282,61,489,1846,1731,1583,1090
658,2146,206,-921,1737,585,1492,-351,1721,1967,1097,2173
2036,537,1753,-222,1644,779,365,-1164,-840,1286,1084,1613
290,1338,1481,1096,684,-167,-258,802,1014,144,-134,1410
130,1818,931,1461,1223,-49,1884,497,27,1441,263,1958
743,864,713,166,936,151,1980,1526,1364,927,591,1884
474,1986,1576,1555,1408,878,900,-796,1891,216,683,1888
926,1504,870,1856,493,637,287,1409,1371,1401,1631,1932
1516,1689,1675,164,-729,429,56,1865,-1063,865,1195,1629
954,-857,745,1485,-135,520,1902,1349,37,-1118,1064,1661
1154,-275,1276,-515,134,1841,1339,400,242,1883,171,890
-302,-689,720,1676,1008,1104,1457,1820,1336,138,1769,-214
231,1834,-384,-946,1426,1758,-727,-667,1627,988,661,1898
1278,1521,1821,1150,1667,-50,274,924,340,1811,884,999
442,1865,1212,1639,1670,117,651,-541,1219,1411,1919,1344
1980,709,1296,1765,799,484,478,1855,341,1679,-284,-101
1139,1081,215,2195,1163,62,141,2037,1675,1927,462,2101
866,487,265,495,1059,1252,-93,882,1253,1901,543,468
1163,1955,1093,712,818,340,165,1894,1292,1395,569,537
968,-969,1181,1600,-998,-301,184,1793,1522,1881,1881,1320
478,1761,-696,-716,1169,1613,1071,1134,-506,-899,1362,1177
1842,220,-601,1443,1742,1043,-1096,743,1446,-647,1086,1811
1052,1889,-771,-337,1899,818,671,1980,-267,-1043,-988,1089
1528,-484,-1139,439,-869,-314,590,-1119,593,-1084,378,1832
981,639,1437,1741,53,1028,270,-359,1337,737,-292,230
1901,1294,-1045,-106,823,811,-963,554,1243,-890,-448,-682
202,-749,1250,1780,-24,-1096,1710,1431,2026,508,1855,1038
-1121,146,1327,-816,221,-709,1603,-14,1605,1987,1402,1744
-634,-783,1379,1463,504,1861,739,1049,188,1855,1427,1592
1934,281,720,1902,1822,998,355,548,1913,1173,79,-1166
1673,1020,1231,-817,526,1940,1184,1879,1812,371,754,-700
807,939,239,1674,1589,325,1696,1197,1237,1104,1220,1828
1227,-442,1070,1726,224,935,1554,573,418,1837,1314,715
1571,11,696,1524,1941,1160,1296,-885,1742,-390,1270,1601
1309,203,140,1866,559,1921,-945,1092,1255,1559,1879,1017
-819,1004,-669,260,1064,1904,1617,1266,658,1350,-54,527
1739,2496,558,2911,1462,2452,1054,2915,1174,2673,788,3047
1306,1536,-344,-851,430,1951,723,1784,1112,1796,518,1855
-785,1099,561,1969,1445,-626,-845,274,743,-1066,-20,1763
1874,666,1561,997,-919,44,443,882,1441,1919,938,1937
1027,2149,-521,-750,-1137,631,143,-880,-153,-265,1302,1416
1521,659,1880,280,1332,1534,1035,1824,1852,527,1121,1572
685,1199,1917,418,1204,-111,1872,78,-548,1582,1645,1158
857,1767,1991,434,1556,-461,1926,978,541,-1076,1716,1468
903,1860,1753,1315,-1092,861,1714,1651,-378,-967,-100,1720
486,-1064,-587,94,1322,864,-1030,696,1403,248,740,-962
-832,1387,1467,1561,-780,-332,1666,1328,-1075,492,1338,1779
1839,1308,826,419,657,164,963,1006,356,374,259,242
293,1902,-450,-929,1480,-460,774,1860,1096,-951,1612,1241
1481,1765,1549,-357,1108,1651,-467,1612,1593,1413,140,1923
928,2245,1730,-437,1288,2251,1060,2706,1857,2081,839,2707
967,967,128,1866,1939,209,1720,-287,1361,1119,1029,1669
1795,-108,1376,1858,1057,-988,1215,1611,585,1879,1513,1455
-464,1579,1656,1792,1608,558,616,961,467,-998,1673,60
689,1037,-323,1705,1092,-863,-686,434,917,1988,1804,913
93,-1013,347,1633,1278,-7,1359,1442,1093,-948,1004,1177
4,1938,1959,1254,1004,1680,1943,1528,1354,-715,128,-1233
265,1887,-972,1047,1604,1171,1173,1576,684,1509,813,-1049
936,-56,1588,-583,1504,1912,1440,1384,1934,522,1332,592
157,736,408,797,1042,565,240,1975,851,1261,1318,840
-479,-851,663,1730,1010,1968,1559,-481,-1010,66,968,-476
600,1999,1692,1324,1342,1588,924,1105,296,1812,531,1807
-951,383,1154,-943,1244,-823,-1139,0,1721,1983,1887,1364
1740,-163,-9,1093,1336,203,208,1747,1056,1867,1796,1018
-1111,38,1045,1853,940,477,757,1785,827,-1064,-222,-1023
321,1118,1519,180,952,1822,1096,1616,773,1035,1813,990
843,1772,785,1818,1312,-826,452,-1120,943,-1063,741,-1103
1516,-698,675,83,1290,-830,69,986,1116,1525,1519,1294
-988,719,522,-1162,1656,1562,1795,642,870,1768,1096,1948
1441,-715,543,927,1535,1456,837,-1064,1,-37,1818,1756
1922,1183,1652,1458,-288,-151,649,-30,299,853,715,2189
-520,164,417,516,1136,1569,372,-1145,392,1888,771,486
1031,1937,596,1481,1938,393,777,1979,-1139,785,614,2053
-295,-89,430,1908,1200,905,-445,845,1529,342,865,1817
435,2017,1667,-393,1116,1897,1336,1993,-1169,266,1323,1731
1282,461,178,1775,1123,1766,254,1859,1357,-617,1279,1861
1970,1403,1710,1512,899,-1083,1202,215,-40,1522,642,1807
500,1515,1841,233,-619,-723,1573,1467,1480,1645,1195,916
1797,1752,870,1521,302,-1046,448,1728,1801,248,1222,1670
-799,1044,1936,1409,1984,992,1507,1935,1256,1288,939,1818
158,1846,1713,578,35,1419,1354,1752,180,1295,721,1476
1738,1866,1755,-52,186,1644,187,1875,431,1769,1337,1899
-909,1237,-796,-335,-811,-620,1204,1734,1770,1458,1208,1730
-956,-241,589,-616,-100,1552,824,1453,214,-1129,1682,-148
1072,1850,166,1912,88,-916,1277,1661,1691,1346,137,1907
1822,155,-1013,167,1870,1638,1507,675,815,1721,295,2015
1993,1291,661,-1123,987,-1030,171,1864,302,1887,1861,1975
1274,1922,526,2145,1686,1708,991,1182,865,-1025,-971,-292
1458,1703,476,1843,1843,373,294,-1092,1343,292,470,2021
1652,1668,-216,204,1530,-591,5,-982,437,-305,147,1892
216,22,575,1834,774,919,-824,-422,1962,1468,1506,-610
-1165,178,55,2082,1370,1650,536,2132,1828,604,828,2127
1701,1512,-160,-960,422,-1140,850,2097,1663,1906,382,2097
1387,-159,804,971,527,1490,173,1779,1009,1642,1087,-700
867,-1201,-1014,-39,1288,-264,1992,76,-673,80,1545,1833
1192,-791,770,-55,1931,1070,946,2004,1911,910,-340,-1092
780,1748,996,2002,1533,1287,1652,1579,-1094,194,945,2082
434,748,396,791,1450,255,234,378,687,1005,1183,812
83,-1064,1659,1928,915,614,730,-1039,1899,1892,1995,1838
1879,442,539,-1095,1477,1972,1173,1908,675,2039,1696,1369
1036,440,787,1057,330,-521,1608,1260,-336,-144,1709,1482
1464,2176,836,2274,1856,341,1935,1123,758,2200,1325,2097
-271,-1037,220,-1190,1635,1097,216,2074,372,2051,238,2064
984,2865,1799,427,92,721,-167,908,1073,2632,891,2872
737,699,-602,1474,-570,-775,-905,27,1471,1131,-497,981
840,1787,1893,630,435,1858,1535,1522,1538,1445,1642,-504
1870,1238,1594,295,-992,346,620,-81,1138,-764,1923,79
759,67,671,545,1153,1095,300,1519,870,948,1653,168
-283,88,194,2071,731,1712,179,1083,1664,1530,-882,-453
1013,5334,-52,-1114,1312,4459,164,5877,1562,268,451,-468
-800,293,1168,1447,1108,1745,751,-1090,-664,1456,937,-972
808,1489,1093,-971,585,1860,1247,1637,1217,1976,330,491
1138,-582,1920,390,1350,1212,129,1672,1091,1988,1664,1099
1986,269,5,915,891,6,591,845,1442,731,1488,1535
-230,384,1904,138,624,1852,1564,1342,1379,-587,1479,1945
1997,1869,661,347,1150,159,1219,1197,510,1604,408,909
830,1764,1874,1235,1593,1173,1628,-419,-900,983,507,1785
1478,1980,1494,1571,1601,1932,772,863,1082,-426,1197,-489
677,2777,1493,2075,827,2569,1717,1811,1719,1279,404,2741
1763,1102,1228,65,1813,-15,2010,644,300,754,-757,-435
1337,646,1090,-350,266,1854,1825,892,1664,1573,913,-1050
1359,-47,1360,584,829,-500,693,1362,1846,697,604,1163
222,1911,664,1127,749,1776,1295,824,1215,558,1379,1692
284,1780,1224,-854,1938,1483,1308,1176,1880,1142,549,1974
-434,-878,1630,2182,-278,-1017,1413,-671,1822,625,1690,2280
1364,1731,1598,1964,-388,1685,1096,1842,1103,1973,1553,-686
1827,1562,1955,-59,1844,1681,2017,1095,727,-1285,-881,-666
1289,-797,-92,-37,708,-1125,-518,-604,-991,-285,586,-1192
1118,841,1273,-428,-608,1516,1019,1435,1265,1617,649,2040
-141,1786,1587,-281,1608,1958,866,1248,810,1797,1870,843
1990,230,1447,1326,1585,64,1862,611,341,-865,-989,933
1345,561,271,1637,864,558,1478,1428,317,1303,774,219
1676,-315,-1106,359,1615,288,996,1972,843,1970,623,1916
1377,1773,636,16,1750,-585,1733,1505,1990,80,1870,1559
1000,860,1142,1087,989,1957,1988,265,1432,909,1150,674
558,-362,-1120,79,528,47,1464,1679,1272,2226,487,47
1354,-326,570,1886,1708,1296,-216,218,-644,-190,659,1860
890,1385,423,588,725,1256,374,1870,1384,-379,1008,1752
288,-1149,1807,-46,1061,1316,552,-783,398,1831,666,1803
983,497,1593,675,1493,1467,207,225,1988,1086,552,15
600,-50,1999,1345,1444,1577,54,1937,1604,1589,695,-1128
726,-507,-1053,800,6,-1138,-1127,220,1635,1110,620,2178
252,1423,867,1681,1221,658,1030,595,1213,501,1019,408
877,-1079,867,1811,481,-10,1110,1723,1777,-222,1952,1202
498,1987,952,1947,305,1839,1508,1560,490,-1158,376,2013
472,2029,1303,1823,-1007,818,1104,1809,1870,1893,1884,-32
682,2144,-266,1724,1545,1262,833,1746,-1018,924,398,2183
665,1900,618,-1137,880,1778,341,-358,1546,1450,372,1874
1289,1906,706,-711,292,2081,915,1992,1222,-879,279,1971
1118,1024,-591,-828,1675,1853,-4,-251,109,-906,1835,-3
105,1861,-722,913,-915,-62,1748,1762,469,1868,876,1787
1254,1958,430,-1149,1641,1768,1902,1176,-1031,895,1870,1905
1949,74,1491,1799,1779,801,1940,1634,1639,-539,1153,1962
1042,1692,183,461,141,1686,928,-1048,1909,623,1117,1596
1861,164,1510,-539,598,-1001,1786,1924,-1005,-301,1371,1373
339,936,1063,534,1508,1319,267,1140,1709,228,-65,1173
1105,-965,637,1180,1772,957,1926,1511,1267,-886,132,1829
1450,1425,384,-409,1788,828,370,-675,226,1874,-1,1802
1952,1148,839,-308,674,1312,-154,569,985,1730,844,1935
214,1792,760,216,494,-910,1921,854,586,-869,1103,1694
1311,1141,945,214,329,617,834,1558,900,627,1211,1255
181,584,1991,1698,-5,624,280,-684,69,1855,1346,1483
186,480,1445,1610,593,1942,556,-196,1192,1673,363,2035
1747,1770,109,-1165,1056,2076,790,2222,1796,1571,768,2116
1853,-648,890,71,2011,1224,-217,-1035,1470,30,1047,-1083
1334,1593,1093,1451,1245,1445,-1035,998,1848,1153,-1049,-192
1562,-607,380,1967,1511,1313,1218,-194,940,-964,1321,-867
741,-980,1728,1766,589,-1135,-181,-91,1784,1657,-797,314
1486,1893,1084,1776,1964,1478,778,2052,-976,1049,289,2078
613,440,-82,911,998,1695,1334,-812,1752,801,79,1904
1280,1731,1901,831,562,1957,339,1144,1003,577,849,1801
913,1082,1683,231,147,356,286,1083,1840,362,239,1758
1956,1380,243,2103,-332,1525,357,1737,1439,-237,-168,-979
-45,35,-844,158,1937,1047,223,-1163,1978,586,1933,1527
-783,70,1830,123,340,1848,1855,1732,379,1142,690,247
350,1786,948,-924,1406,1320,1447,1238,145,1839,-952,0
-36,-736,443,546,1383,-730,989,236,1184,1125,-56,864
-530,-752,966,1699,22,-1027,1977,1209,1037,1304,322,1867
368,1810,1537,1484,287,2142,64,1890,945,1972,382,239
1122,1371,-673,1416,1366,1502,1820,705,1622,-241,245,-1122
1826,647,1075,23,214,1882,1826,1032,27,48,1543,1358
70,1840,1480,1947,-519,-407,1957,1125,1553,623,883,2152
1339,1410,-711,1384,1097,1869,-29,1013,1567,1880,-133,-990
1664,1338,1777,1729,1780,-163,-997,-49,790,-1072,1425,1487
1878,1207,1215,1938,1812,1771,2048,1416,1662,1515,1391,-647
390,1844,1912,619,1958,1935,762,2079,1778,1446,1218,1663
1318,-82,554,-40,1378,-91,-116,945,-624,-844,1664,908
339,88,-309,852,1647,-343,354,-1144,1889,1812,-1003,856
328,1963,1619,1836,1326,1555,-1179,301,862,1826,1013,1844
549,1445,1174,1708,148,-1128,1897,146,274,-174,1780,-94
1695,1151,1143,1777,1052,-91,304,1859,1195,17,1285,1293
-1130,132,1557,1144,1189,-904,739,-788,1541,-453,1319,1866
103,-1135,1906,1690,965,1213,503,1590,-961,807,1669,1493
26,329,1388,1893,927,-363,815,1783,88,-240,952,-1042
1442,1767,1021,-990,1718,1428,-1122,533,478,-1003,1225,1937
1071,-121,1942,1255,-593,-769,-650,-569,1716,1814,1786,2080
272,-734,1145,1602,1299,-892,433,-1101,2072,912,703,1829
1206,1784,185,2028,1430,2005,1500,1800,682,2027,-83,1635
200,-589,934,1732,197,194,821,1159,1939,1515,-779,160
534,1797,1039,1904,985,904,93,368,1474,111,531,238
881,1887,1907,345,1511,1807,496,-1020,-648,1285,1416,1899
123,1830,681,-361,1502,1805,12,1107,1920,353,266,454
941,1837,1422,-713,1624,5,621,-1133,941,1944,1190,1845
1033,1550,1036,2281,464,1399,-935,879,455,-880,1947,2247
211,1796,2044,1201,1432,1433,-870,1282,1824,1481,1808,1118
559,1970,-487,-943,584,1946,594,1747,1260,1657,1755,1804
-1060,300,1637,787,1227,1740,1862,682,539,2047,418,1633
-57,-1049,883,2071,1761,1496,-794,-464,1720,789,1435,1763
748,-1039,134,-1066,1474,1612,1289,1418,811,1952,-1127,29
749,1810,300,1914,635,1895,801,-1107,-813,-653,1127,1625
662,1813,607,-1135,480,-1140,841,1771,207,-1132,-98,-1058
1125,318,830,-1084,774,1932,1889,664,1293,-782,837,1907
1622,-411,1377,-341,641,729,200,-163,1781,1313,1501,1709
788,1753,589,-1110,117,-707,1755,1325,1204,816,1705,-275
268,2059,760,2057,1194,767,54,-1082,1034,-959,1616,1542
1733,1240,-621,-789,1853,515,1457,1758,997,1646,1399,1944
733,511,1079,-627,-23,28,1984,980,1125,1480,1511,1551
1652,-376,1649,182,1601,1273,1320,1774,941,1769,99,429
1686,621,2103,474,615,1191,1966,1398,1889,1683,1727,1854
1740,1447,1384,1873,1363,1786,1972,748,709,-1225,1299,1856
-645,493,355,1973,-229,1737,404,-608,1046,-281,-821,1011
1358,1934,-637,-717,846,-1045,1532,2562,-57,-685,495,2758
1221,2156,279,-1126,448,1954,1183,1968,198,2066,1391,1897
41,1837,-1086,-79,1913,142,1971,1673,1118,1946,1949,416
672,169,813,1431,603,694,604,393,56,559,926,94
570,1921,1952,1978,1651,1126,-15,1702,1888,942,1430,1464
1789,1143,1236,-928,49,-1156,1112,1757,854,1946,1321,1658
499,1897,874,765,1665,-60,726,1200,597,165,1081,1148
940,596,-285,1060,635,1930,1339,1586,36,1345,1210,1721
385,643,1590,-384,945,-74,-13,1383,-342,1662,548,-939
-1057,-24,-924,940,1035,-747,-167,-69,-407,-850,1505,684
1739,959,626,1835,1531,-607,1390,1646,1913,632,363,1844
476,1795,163,1592,1480,179,672,547,1913,1271,1181,1898
1437,1022,1707,1526,-1041,1033,1616,1520,1825,1031,20,2163
1623,1834,1904,1370,1580,-153,682,18,932,1823,-477,1624
1209,1740,1221,1196,1632,-425,427,-477,-664,554,450,1804
742,478,940,214,1923,224,1214,1587,-351,551,278,1902
131,-1139,402,1846,1930,96,802,1700,-468,-916,387,1880
252,-1152,1407,1591,634,-906,1825,154,276,1918,1315,1479
-1137,694,617,1431,758,988,818,-590,831,-929,1067,-932
43,335,413,1962,1092,891,101,326,1324,156,706,-88
-24,1752,1800,1055,1043,-601,-1046,-156,1206,562,1532,1210
1657,2105,888,2211,-555,1557,1356,-717,875,2098,-1080,630
1825,-78,1535,967,235,1915,1724,1104,671,1864,973,1796
910,592,1781,1080,-712,-681,502,1811,1535,1629,1676,-473
438,1111,1656,582,1149,1170,1444,1605,242,1050,20,298
